0373200017421000091,OR
0373100062521000008,NR
0348200076921000004,OR
0348200069621000008,OR
0573100002521000052,OR
0373200341921000012,OR
0873200009821000952,NR
0373200172421000001,OV
0373200024421000164,NR
0873200009821001210,NV
0873200009821001258,OR
0173400000421000002,OR
0873200009821000879,NR
0173100009521000003,OR
0373100071921000002,OV
0873400003921000009,OR
0848100001621000001,V4
0873200009821001172,NR
0373200022221000067,OR
0373200341921000011,OR
0373200099721000245,NR
0373200011421000160,V4
0373100099921000003,NV
0373100134521000037,NR
0873200009821000853,OR
0373200000621000025,OR
0373100065021000026,OR
0373100037221000030,OR
0373100056621000073,OR
0173100014921000009,OR
0373100043421000057,OV
0873500000821000573,NR
0873200009821001163,OR
0573200000621000009,NR
0373100065021000021,NR
0373200053621000073,OV
0373200041121000078,OR
0373200099721000232,OR
0373200027421000159,V4
0373400007721000016,V4
0373200024421000158,OV
0373200597921000004,NR
0373200188021000023,OR
0873200002721000015,NR
0873400003921000031,NR
0373200017421000075,OR
0848500003921000004,OR
0373100037121000002,NR
0373100056021000086,NR
0373100033621000006,OR
0873200009821000888,NR
0348200078521000003,V4
0373200050421000002,V3
0873200009821000849,OR
0373100072121000031,OR
0373200060121000064,NR
0373200017421000076,V3
0373200024421000163,NR
0373200011421000189,OR
0373100067021000007,NR
0873200009821000735,OR
0373200034921000012,V4
0373200017421000077,OR
0373400007721000034,OR
0373100056621000071,OR
0373100091421000055,OV
0373200099721000248,NR
0373100072121000037,NR
0373200027421000179,OR
0373200024421000112,OR
0373100062521000007,NR
0373200001321000161,OR
0373200152821000104,NR
0373200100121000041,OR
0173200002621000017,OR
0373200011421000192,NR
0373200244021000045,OR
0373100016721000003,OV
0873200009821000905,NR
0373200027421000177,OR
0373200024421000141,OR
0873500000821000447,NS
0373200585821000002,OV
0373100076521000001,OR
0373100034821000002,NR
0373100043421000055,NR
0373200027421000167,OR
0373100043421000039,V4
0373100093521000023,OR
0373200082121000070,NR
0373200060121000070,NR
0373100056021000071,OV
0373200032021000111,NR
0573500000121000009,V4
0373200017421000088,OR
0873200009821000859,OR
0173100009221000003,OR
0873400003921000022,NR
0373200073921000001,OR
0873200009821001240,OV
0373100091421000056,NR
0373200005821000085,NR
0373200122121000018,OR
0373100020821000016,OR
0348200077121000005,OR
0373200009821000126,V3
0373100011621000002,OP
0373200002621000038,OR
0348100021021000003,OR
0373200063121000113,OR
0373100020821000014,V4
0373100043421000063,NR
0373100065021000027,OR
0373100056021000082,NR
0373100089321000119,OR
0173200001421000159,OR
0373100089321000114,NR
0373100016721000001,OV
0873200009821000818,OR
0173500000421000005,NV
0373200009821000119,OV
0373200029721000881,V4
0373200014221000177,OR
0873400002421000006,OR
0873200009821000908,OR
0373200017421000087,V4
0873200009821001047,NR
0373100128521000028,OR
0373200036121000057,OR
0373200099721000241,NR
0873200009821000734,OR
0373100072121000021,OV
0873200009821000950,NR
0373100056621000072,OR
0373100043421000056,NR
0373100043221000005,OR
0373200063121000109,OR
0373100057321000004,OR
0873200009821000920,OR
0373200045221000165,V4
0373100001021000011,OR
0373100091921000002,NR
0873100003621000001,OR
0373200011421000181,OR
0573100002521000058,OR
0373100043421000060,NR
0873200009821000886,NR
0373200032021000106,OR
0373100134621000006,NV
0373200032221000156,V4
0873200009821000903,OR
0373100075921000007,OR
0373100012621000008,OR
0373200152821000079,OV
0373100056621000076,OR
0373200071421000002,OR
0373200017421000082,OR
0873200009821001309,NR
0373200099721000246,NR
0173100009221000003,OR
0373200032221000166,V4
0373200172421000002,OR
0173100006421000001,OR
0373200215521000092,OR
0373200099721000242,NR
0373200215521000101,OR
0373200011421000186,OR
0873200002721000018,V4
0373200067021000072,OR
0873200009821000878,NR
0373100084621000012,OR
0373100088121000017,OR
0373200052420000075,OV
0373200099721000237,OR
0373100099921000004,OR
0573100025921000027,OV
0373200152821000088,OR
0873200009821000849,OR
0373200005821000086,NR
0373200000621000027,OR
0373200011421000180,OR
0373200060121000065,NR
0348200076921000005,OR
0773100000321000012,OR
0173200002621000013,OV
0373100065021000020,NR
0373100001021000007,OV
0373200100121000047,OV
0873200009821001335,NR
0873200009821000880,NR
0873400003521000012,OR
0373100056621000074,OR
0873200009821000858,OR
0873200009821000860,OR
0373200009821000176,OV
0373200035321000020,NR
0873500000821000489,V4
0373200063121000116,OR
0873200009821000883,NR
0873400003921000011,OR
0173400000421000003,OR
0873200009821000820,OR
0373200060121000061,OR
0873200009821000812,OR
0373200056421000029,OV
0573500000121000023,NS
0373100015821000015,OR
0373200005821000074,NR
0873200009821000844,OR
0373100074521000017,OR
0373100022621000001,OR
0373200025621000090,NR
0373200050421000003,OR
0373200041121000065,OP
0373200027421000133,V3
0373200029321000001,OV
0373200029721000861,OR
0373100013421000010,NR
0373200050421000004,OR
0373200067021000073,OR
0373200029721000883,OP
0873200009821000736,OR
0373100015821000027,NR
0373200001221000052,OR
0373200029721000839,OR
0373200059721000025,OR
0373200001221000048,OR
0373200029721000856,OR
0873200009821001089,V3
0173100012321000005,OR
0373200174421000028,OR
0873200001721000077,OR
0373200114421000003,V4
0873200009821000729,OR
0373200029721000862,OR
0373200086721000118,NR
0373200029721000840,OR
0373200067021000062,OR
0873200009821001348,NR
0373200005821000083,OR
0373200032221000156,OP
0573100025921000028,NR
0373200025621000080,OR
0873200009821000801,OR
0373100015821000011,OR
0373200655221000016,NR
0373200045221000166,OR
0873200009821000841,OR
0373200010821000057,OR
0373100023721000005,OR
0873200009821000729,OR
0373200094021000050,NV
0373200009821000171,NR
0373200029721000517,OR
0173100005921000003,NS
0873200009821000765,OR
0373200005821000082,OR
0373200027421000182,OR
0373200027421000187,NR
0873500000821000357,V4
0373100059321000041,OR
0373200016721000042,NR
0873200001721000076,NR
0373200244021000049,NR
0373100033621000018,OR
0873500000821000323,NS
0373200025621000077,OR
0373100033621000011,OR
0373200152821000081,OR
0373200589321000012,OV
0373200087421000003,OP
0873200009821000816,OR
0873500000821000460,OR
0373200029721000860,OR
0373200029721000891,OR
0873200009821000825,OR
0873500000821000447,NS
0373200001221000049,OR
0573500000121000025,OR
0373200244021000046,OR
0873200009821000831,OR
0373200029721000854,OR
0373100009921000009,OR
0373200052821000016,OR
0373200052721000091,OV
0873200009821000838,OR
0373200045221000170,NR
0373200026121000047,OR
0373200052721000087,OR
0373100059321000040,OR
0873200009821000733,OR
0373200029721000520,OR
0373100020821000014,OP
0873200009821000834,OR
0373100033621000013,OR
0373200087821000158,OR
0373200029721000851,OR
0373100074521000007,OR
0373200029721000926,OR
0373200001221000046,OP
0373200074821000094,NR
0873200009821000763,OR
0373200001221000046,V4
0373100009821000004,OP
0373200244021000047,OR
0373100023821000008,OR
0873200002721000018,OP
0373200092621000006,OR
0873500000821000575,NR
0373200032221000166,OP
0873200009821000763,OR
0873200009821001152,OP
0873200004021000006,V3
0373100015821000002,OR
0373200053621000080,OR
0373200078121000022,OR
0873200009821000841,OR
0373200029721000893,OR
0373200051821000051,OR
0373200052721000080,OR
0373200152821000076,OR
0873500000821000413,NS
0373200029721000892,OR
0373200099721000235,OP
0373200029721000895,OR
0373200051821000056,OR
0873200009821001123,OP
0373200016721000040,NR
0873200009821000837,OR
0373200045221000157,OR
0373100015821000006,OR
0373200029721000878,OR
0373200029721000877,OR
0373200045221000168,NR
0373200027421000151,OP
0373200029721000879,OR
0373200087821000139,OP
0373200016721000038,OP
0373200005821000069,OR
0373200062921000012,NR
0373100023821000007,OR
0873200009821000766,OR
0348100099221000005,NR
0373200029721000877,OR
0373200003121000011,OR
0373100059321000039,OR
0373200027421000189,OR
0373200029721000856,OR
0873500000821000443,OP
0373200029721000895,OR
0348200077121000004,OR
0373100074521000004,OR
0308100000721000001,NR
0373200029721000522,OR
0873200009821000831,OR
0373200016721000034,OR
0373200029721000888,OR
0373200588121000006,OP
0373200027421000188,OR
0373200234321000009,NR
0373100074521000012,OR
0373200029721000859,OR
0373200188021000019,V4
0373200029721000890,OR
0373200029721000894,OR
0373200655221000017,NR
0873200009821000827,OR
0373200029721000851,OR
0873200009821000828,OR
0373100015821000008,OV
0373400007721000028,NR
0873200009821000815,OR
0373100029521000001,OP
0373200029721000853,OR
0173200024421000029,OR
0373200029721000871,OR
0373200003121000010,NR
0873200001721000074,OV
0373100134621000004,NS
0373200067021000048,V3
0373100088721000001,NR
0373200029721000874,OR
0373200027421000151,V4
0373200032021000099,NV
0873200009821000738,OR
0373100102021000007,NR
0373100074521000015,NR
0373200032021000107,OV
0373200029721000518,OR
0373200554521000017,NR
0373200014221000170,OR
0373200029721000890,OR
0373200138221000021,V4
0373200029721000896,OR
0873200009821000768,OR
0373200029721000855,OR
0373200059721000024,OR
0373200059721000027,OR
0373200029721000872,OR
0373200010821000053,OR
0373200045221000150,OV
0873200009821000733,OR
0373200009821000156,OV
0873200009821000836,OR
0373200094021000057,OR
0373200029721000891,OR
0373200029721000872,OR
0373100037221000016,OR
0373200035121000031,OR
0373200051821000069,NR
0848100001621000001,OP
0148300001521000008,OR
0373200094021000051,NR
0373200216721000028,NR
0373200082121000045,OR
0373200001221000050,NR
0873200009821000844,OR
0373200029721000881,OP
0373200081221000044,OP
0373200580421000004,OP
0373100023721000006,OR
0373200029721000855,OR
0373100074521000013,OV
0373100063321000004,OR
0373200141321000004,NR
0373200045221000141,V3
0873200009821000827,OR
0373200045221000167,OR
0373200029721000863,OR
0348200074721000002,NR
0373200087821000110,V4
0373200029721000889,OR
0873200009821000900,OR
0373200000621000021,V4
0373100038321000003,OP
0373200094021000060,OR
0373200053621000078,OR
0373200029721000874,OR
0373200655221000014,NR
0373100127321000002,OV
0373200045221000158,OR
0373200029721000518,OR
0373200027421000156,V4
0873200009821000842,OR
0373100066921000022,OR
0373200029721000896,OR
0373200094021000054,NV
0373400007721000016,OP
0873200009821000812,OR
0373200026121000048,OR
0373200005821000071,NR
0373200029721000842,OR
0373200009821000167,NR
0373200001221000054,OP
0373100032621000013,OR
0373200001221000059,OR
0373200059721000033,NR
0373100089321000112,OR
0873200009821000735,OR
0873500000821000489,OP
0373200015521000018,OR
0373200114321000005,OP
0873200009821000765,OR
0373200053621000079,OR
0373200152821000078,OR
0373200045221000148,OR
0373200029721000519,OR
0373200027421000159,OP
0373200029721000840,OR
0373200590821000002,OR
0373200074821000096,OR
0373200094021000053,OV
0373100135821000004,OR
0373200029721000871,OR
0373200174521000024,OR
0873200009821000837,OR
0873200009821000825,OR
0373100074521000014,OR
0873200009821000815,OR
0373100037221000018,OR
0373200094021000055,OR
0373200001221000061,NR
0573100025921000030,OR
0373200141321000003,NR
0373200094021000058,OR
0373100089321000091,OR
0373200001221000043,OR
0873200009821000766,OR
0373200655221000013,NR
0373200105421000009,NR
0373200001221000058,OR
0873200009821000828,OR
0373100023721000009,OR
0373200029721000894,OR
0873200004021000012,NR
0373200141321000005,OR
0373200094021000052,NV
0373200027421000186,OR
0873200009821000834,OR
0373200013821000045,NR
0373200015021000036,OR
0373200655221000015,NR
0373200029721000854,OR
0873200009821000732,OR
0373200029721000889,OR
0373200027421000162,OV
0373100015821000017,OR
0373200094021000056,OR
0373200025621000089,NR
0173100012321000004,OR
0373200029721000520,OR
0373200067021000063,OR
0873200009821000838,OR
0373100023721000008,OR
0873200009821000829,OR
0373200152821000077,OR
0373200001221000060,OR
0373200092621000007,OR
0373100033621000012,OR
0373200029721000892,OR
0373200052721000093,OP
0373100037221000019,OR
0373100015821000028,NR
0373200002621000036,OR
0873200009821000801,OR
0373200001221000057,OR
0373200029721000876,OR
0373100037221000036,OR
0373200094021000053,OV
0373200029721000859,OR
0373100037221000015,OR
0373200554521000014,OR
0373200051821000070,NR
0373100033621000004,OR
0873200009821000768,OR
0373100095021000001,OP
0873200009821000839,OR
0373200013821000046,NR
0873200009821000738,OR
0373200009821000175,NR
0373200029721000522,OR
0373200035421000007,NR
0373200029721000853,OR
0373100074521000013,OV
0373200029721000888,OR
0373100015821000005,OR
0373200029721000842,OR
0373100060021000002,OR
0373200005821000072,NR
0373200029721000879,OR
0373200029721000852,OR
0373200029721000876,OR
0373200029721000839,OR
0873200009821000736,OR
0873200009821000842,OR
0373200029721000852,OR
0873200009821000816,OR
0373200554521000012,OR
0373200087421000002,OV
0373200593421000001,OR
0873200009821000826,OR
0373200029721000860,OR
0373200053621000085,OR
0373100102021000008,OR
0348200027021000011,OR
0373200029721000863,OR
0873200009821000734,OR
0373200052721000082,OR
0373200029721000523,OR
0373200045221000161,OR
0373200029721000878,OR
0373200029721000893,OR
0373200035121000032,OR
0373200029721000519,OR
0873200009821000732,OR
0873200009821000836,OR
0373200009821000158,OV
0873200009821000826,OR
0373200015521000014,OR
0373200006221000105,NR
0373200029721000862,OR
0373200015021000034,OR
0373200025621000091,NR
0373100135821000003,NR
0873200009821000900,OR
0373200001221000062,OR
0873200009821001266,OV
0373200029721000517,OR
0373200029721000523,OR
0373200002621000034,OR
0373400007721000027,OR
0373200107421000029,NR
0873200009821000839,OR
0873200001721000074,OV
0373100033621000002,OR
0373200029721000861,OR
0373100033621000009,OR
0373200111821000013,NR
0573100002521000069,OR
0373200018821000173,OP
0373200029721000930,OR
0373200655221000019,NR
0373200496621000007,OR
0373200001321000163,OR
0373200122121000024,OR
0373100043421000070,OR
0373200029721000979,OR
0373200001321000165,OR
0373200087821000145,NR
0373400007721000033,OR
0373200100121000045,OR
0373100005121000002,OP
0373200067021000075,NR
0373200029721000933,OR
0573500000121000023,NS
0373100002221000004,OR
0373200069621000036,OR
0373200001221000064,OR
0373200016721000033,V4
0873200009821000942,OR
0373200032021000108,NV
0373200029721000931,OR
0373200052721000105,OR
0373100095021000001,V4
0373200009821000075,OV
0373200045221000149,OV
0373100104321000001,OR
0373200009821000075,OV
0873400003921000002,OR
0873400003921000014,OR
0373200009821000180,OV
0873500000821000495,NS
0873200009821000941,OR
0373200053621000077,OP
0373200099721000259,OR
0373200606521000002,NR
0173100014821000001,OR
0373100134521000065,OR
0373200005821000091,NR
0373100056021000077,V4
0873200009821000962,OR
0373200099721000250,OR
0873200009821000963,OR
0373200099721000243,OR
0873200009821000924,OR
0373200001321000167,OR
0873200009821000996,OR
0373200113421000050,NR
0373100077621000003,OR
0873200009821000912,OR
0873200009821001108,NR
0373100041520000011,OV
0873200009821000927,OR
0373200113421000039,OR
0173200001421000179,NR
0373100093221000010,V4
0373200113421000044,OR
0373200009821000184,OR
0373200060121000060,OR
0373200029721000979,OR
0373200006221000108,V4
0373200025621000100,NR
0873400003921000019,OR
0873200009821000890,OR
0373200138221000027,V3
0873200009821000887,OR
0373200045221000182,OR
0373200635521000008,OR
0373200009821000068,V4
0173100002221000003,NR
0373100076521000004,OR
0373100043421000072,OV
0873200009821000941,OR
0373100015821000025,OP
0873500000821000541,OP
0373100005121000003,V4
0873400003921000030,OR
0373200045221000184,OV
0373200009821000170,OV
0373200032021000107,OV
0373100072121000029,OR
0373100043421000078,NR
0373200005821000089,NR
0373100043421000067,OR
0373200026121000055,OR
0373200018821000173,V4
0873200009821000885,OR
0373100134521000067,OV
0373100056021000087,OR
0873200009821001369,NR
0873200004021000011,OV
0873200009821001036,OR
0873200009821000871,OR
0373100104321000002,OR
0873200009821000871,OR
0873200009821000942,OR
0873200009821000962,OR
0373100077621000004,OR
0373200022121000003,OV
0373100043421000065,OV
0373200114321000009,OP
0373200029721000944,OR
0373200026121000052,OR
0873200009821000969,OR
0373200152821000101,OR
0373200026121000054,NR
0573100002521000076,OR
0573100002521000067,OR
0373200025621000101,NR
0873500000821000498,OP
0373200009821000068,OP
0173200001421000188,OR
0573100002521000053,OR
0373200051821000065,OV
0373200041521000075,V4
0873200009821001333,OP
0373100094321000053,NR
0573100002321000003,OR
0373100038321000003,V4
0373200017421000100,OV
0373100043421000069,OR
0373200029721000943,OR
0373100078721000010,NV
0573500000121000034,OR
0873200009821001019,OR
0373200152821000102,OR
0373100134521000036,V3
0873200009821000959,OR
0373100134521000028,V4
0873200009821001354,OR
0373200113421000049,NR
0373200005821000107,NR
0873500000821000576,OR
0873400003921000017,OR
0873200009821000894,OR
0873500000821000485,V3
0373200174521000026,OR
0373200045221000181,OR
0373200013821000049,NR
0373100009821000004,V4
0873200009821001286,NV
0373200580421000004,V4
0373200009821000181,OR
0373200094021000059,OP
0373200012321000032,OP
0873200009821000889,OR
0373200029721000942,OR
0373200099721000258,OR
0373200029721000930,OR
0373100134521000061,V3
0373200029721000948,OR
0373200099721000234,OR
0373200113421000052,NR
0873200009821000894,OR
0373200113421000042,OR
0373200635521000009,OR
0873400003921000024,OR
0373200051821000053,V4
0373200025621000094,OV
0373100037221000024,OR
0373200009821000164,OR
0873200009821000885,OR
0873200009821001040,OR
0173200001421000122,OR
0373200017421000095,NR
0873200009821000903,OR
0373200152821000091,OV
0373100012621000006,OR
0373200029721000950,OR
0373200017421000092,NR
0873200009821000927,OR
0873400003921000020,OR
0373200099721000276,OP
0373200017421000081,OV
0895100000121000009,OR
0373200000821000009,V3
0373100089321000009,NR
0373200100121000047,OV
0373200020221000009,OR
0373200087821000146,OP
0373200209021000002,OR
0873200009821000912,OR
0873500000821000520,NS
0573500000121000032,OR
0373100043421000077,NR
0373100091421000054,V4
0373200100121000048,OR
0873500000821000529,OP
0373200029721000931,OR
0373100059621000006,NS
0373200655221000020,OR
0373100043421000075,NR
0173200001421000169,V3
0873200009821000958,OR
0373200589321000011,V3
0373100134521000055,V3
0873200009821000963,OR
0873400003921000034,OR
0873200009821000924,OR
0373200017321000040,NS
0873200009821001003,OR
0373200099721000247,OR
0373200032021000096,V3
0373200017521000084,OR
0873200009821000908,OR
0873200009821000908,OR
0873200009821000890,OR
0873200009821000920,OR
0873400003921000021,OP
0373200099721000219,OR
0873400003921000015,OR
0873400003921000018,OR
0373200017421000102,NR
0873200009821000903,OR
0373100134521000044,V3
0373200099721000220,V4
0373100072121000023,NS
0373200114221000001,NR
0373200001321000166,NR
0373200020221000010,NR
0873200009821000920,OR
0373100013121000038,OR
0873200009821000889,OR
0373200009821000180,OV
0573100002521000071,OR
0373200105421000010,OR
0373200002621000037,OP
0873500000821000493,V4
0373200045221000191,OR
0173100004821000007,V4
0373100134521000067,OV
0373200087821000144,NR
0373200635521000007,OR
0573100002521000065,NR
0373100134521000051,NR
0873200009821001014,OR
0373200029721000933,OR
0373100094321000077,NR
0373100089321000021,OR
0373200029721000932,OR
0373200060121000066,OR
0373200051821000061,OR
0173200024421000031,OP
0873200009821001152,V4
0173100004821000007,OP
0373100056021000089,OR
0873200009821001018,NR
0573100002521000064,OR
0373100134621000006,NV
0373200100121000053,NR
0373200029721000946,OR
0173200001421000102,OR
0373200021521000001,V4
0373200099721000212,V4
0373200052721000116,OR
0373200029721000932,OR
0873200009821000982,OR
0873200009821000887,OR
0373100056021000081,NV
0373200051821000072,NR
0373200051821000046,V4
0373200003121000016,OR
0373200082121000056,NV
0373200099721000217,OR
0373200029721000942,OR
0373100089321000032,OR
